,head_cui,head,relation_label,tail_cui,tail,rel_type,rela_raw,sab,has_named_rel,linearised
294,C0700541,Ketamine hydrochloride,contraindicated with disease,C0002962,Angina Pectoris,RO,contraindicated_with_disease,MED-RT,True,Ketamine hydrochloride contraindicated with disease Angina Pectoris.
295,C0700548,Metoprolol tartrate,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Metoprolol tartrate may treat Angina Pectoris.
296,C0700606,Esmolol hydrochloride,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Esmolol hydrochloride may treat Angina Pectoris.
297,C0724633,Metoprolol succinate,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Metoprolol succinate may treat Angina Pectoris.
298,C0724707,timolol hemihydrate,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,timolol hemihydrate may treat Angina Pectoris.
299,C0770909,Bepridil hydrochloride,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Bepridil hydrochloride may treat Angina Pectoris.
300,C1815010,Carvedilol phosphate,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Carvedilol phosphate may treat Angina Pectoris.
301,C2983887,Timolol Anhydrous,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Timolol Anhydrous may treat Angina Pectoris.
303,C0018787,heart,location of,C0002962,Angina Pectoris,RO,location_of,SNMI,True,heart location of Angina Pectoris.
312,C0003850,Arteriosclerosis,associated with,C0002962,Angina Pectoris,RO,associated_with,BI,True,Arteriosclerosis associated with Angina Pectoris.
313,C0007226,cardiovascular system,associated with,C0002962,Angina Pectoris,RO,associated_with,BI,True,cardiovascular system associated with Angina Pectoris.
314,C0010068,"heart; disease, coronary",associated with,C0002962,Angina Pectoris,RO,associated_with,BI,True,"heart; disease, coronary associated with Angina Pectoris."
315,C0042373,Vascular Diseases,associated with,C0002962,Angina Pectoris,RO,associated_with,BI,True,Vascular Diseases associated with Angina Pectoris.
316,C1956346,coronary artery disease,associated with,C0002962,Angina Pectoris,RO,associated_with,BI,True,coronary artery disease associated with Angina Pectoris.
322,C0002962,Angina Pectoris,mapped to,C0002962,Angina Pectoris,RN,mapped_to,ICPC2ICD10ENG,True,Angina Pectoris mapped to Angina Pectoris.
323,C0002962,Angina Pectoris,mapped to,C0002962,Angina Pectoris,RO,mapped_to,SNOMEDCT_US,True,Angina Pectoris mapped to Angina Pectoris.
325,C3897974,Pediatric Adverse Events Terminology,subset includes concept,C0002962,Angina Pectoris,RO,subset_includes_concept,NCI,True,Pediatric Adverse Events Terminology subset includes concept Angina Pectoris.
326,C5239397,NICHD Terminology,subset includes concept,C0002962,Angina Pectoris,RO,subset_includes_concept,NCI,True,NICHD Terminology subset includes concept Angina Pectoris.
327,C5421238,CDRH Health Effects - Clinical Signs and Symptoms or Conditions Terminology,subset includes concept,C0002962,Angina Pectoris,RO,subset_includes_concept,NCI,True,CDRH Health Effects - Clinical Signs and Symptoms or Conditions Terminology subset includes concept Angina Pectoris.
328,C5708745,Pediatric Adverse Events Terminology Mapped to MedDRA,subset includes concept,C0002962,Angina Pectoris,RO,subset_includes_concept,NCI,True,Pediatric Adverse Events Terminology Mapped to MedDRA subset includes concept Angina Pectoris.
329,C5961151,CTCAE Adverse Events Version 4.0 Terminology,subset includes concept,C0002962,Angina Pectoris,RO,subset_includes_concept,NCI,True,CTCAE Adverse Events Version 4.0 Terminology subset includes concept Angina Pectoris.
332,C0002986,Fabry's disease,has manifestation,C0002962,Angina Pectoris,RO,has_manifestation,OMIM,True,Fabry's disease has manifestation Angina Pectoris.
333,C1970440,"Coronary Artery Disease, Autosomal Dominant 2",has manifestation,C0002962,Angina Pectoris,RO,has_manifestation,OMIM,True,"Coronary Artery Disease, Autosomal Dominant 2 has manifestation Angina Pectoris."
334,C3661932,Angina due to type 2 diabetes mellitus,isa,C0002962,Angina Pectoris,CHD,isa,MEDCIN,True,Angina due to type 2 diabetes mellitus isa Angina Pectoris.
335,C1956346,coronary artery disease,inverse isa,C0002962,Angina Pectoris,PAR,inverse_isa,MEDCIN,True,coronary artery disease inverse isa Angina Pectoris.
342,C0524620,Metabolic syndrome X,related to,C0002962,Angina Pectoris,RO,related_to,MEDLINEPLUS,True,Metabolic syndrome X related to Angina Pectoris.
343,C1956346,coronary artery disease,related to,C0002962,Angina Pectoris,RO,related_to,MEDLINEPLUS,True,coronary artery disease related to Angina Pectoris.
344,C0002962,Angina Pectoris,possibly equivalent to,C0002962,Angina Pectoris,RO,possibly_equivalent_to,SNOMEDCT_US,True,Angina Pectoris possibly equivalent to Angina Pectoris.
345,C0002962,Angina Pectoris,replaces,C0002962,Angina Pectoris,RO,replaces,SNOMEDCT_US,True,Angina Pectoris replaces Angina Pectoris.
346,C3661932,Angina due to type 2 diabetes mellitus,isa,C0002962,Angina Pectoris,CHD,isa,SNOMEDCT_US,True,Angina due to type 2 diabetes mellitus isa Angina Pectoris.
347,C0002962,Angina Pectoris,mapped from,C0002962,Angina Pectoris,RO,mapped_from,SNOMEDCT_US,True,Angina Pectoris mapped from Angina Pectoris.
348,C0002962,Angina Pectoris,replaced by,C0002962,Angina Pectoris,RO,replaced_by,SNOMEDCT_US,True,Angina Pectoris replaced by Angina Pectoris.
349,C0018787,heart,finding site of,C0002962,Angina Pectoris,RO,finding_site_of,SNOMEDCT_US,True,heart finding site of Angina Pectoris.
350,C3661932,Angina due to type 2 diabetes mellitus,isa,C0002962,Angina Pectoris,CHD,isa,SCTSPA,True,Angina due to type 2 diabetes mellitus isa Angina Pectoris.
351,C0018787,heart,finding site of,C0002962,Angina Pectoris,RO,finding_site_of,SCTSPA,True,heart finding site of Angina Pectoris.
352,C0801658,Diagnosis.primary:Imp:Pt:^Patient:Nom,has answer,C0002962,Angina Pectoris,RO,has_answer,LNC,True,Diagnosis.primary:Imp:Pt:^Patient:Nom has answer Angina Pectoris.
353,C3173164,Clinician-diagnosed illness:Find:Pt:^Patient:Nom:PhenX,has answer,C0002962,Angina Pectoris,RO,has_answer,LNC,True,Clinician-diagnosed illness:Find:Pt:^Patient:Nom:PhenX has answer Angina Pectoris.
354,C3699700,Comorbidities relevant to trauma care:Find:Pt:^Patient:Nom:NTDS,has answer,C0002962,Angina Pectoris,RO,has_answer,LNC,True,Comorbidities relevant to trauma care:Find:Pt:^Patient:Nom:NTDS has answer Angina Pectoris.
356,C0002962,Angina Pectoris,mapped from,C0002962,Angina Pectoris,RB,mapped_from,ICPC2ICD10ENG,True,Angina Pectoris mapped from Angina Pectoris.
357,C0935495,Physical & Psychosomatic Disorders (PsycINFO Subcluster Term),has member,C0002962,Angina Pectoris,PAR,has_member,PSY,True,Physical & Psychosomatic Disorders (PsycINFO Subcluster Term) has member Angina Pectoris.
366,C0002962,Angina Pectoris,manifestation of,C0002986,Fabry's disease,RO,manifestation_of,OMIM,True,Angina Pectoris manifestation of Fabry's disease.
367,C0020538,Hypertensive disease,manifestation of,C0002986,Fabry's disease,RO,manifestation_of,OMIM,True,Hypertensive disease manifestation of Fabry's disease.
368,C1145628,Disorder of autonomic nervous system,manifestation of,C0002986,Fabry's disease,RO,manifestation_of,OMIM,True,Disorder of autonomic nervous system manifestation of Fabry's disease.
369,C0025517,Metabolic disease,inverse isa,C0002986,Fabry's disease,PAR,inverse_isa,MEDCIN,True,Metabolic disease inverse isa Fabry's disease.
370,C5237033,CELLOSAURUS Disease Terminology,subset includes concept,C0002986,Fabry's disease,RO,subset_includes_concept,NCI,True,CELLOSAURUS Disease Terminology subset includes concept Fabry's disease.
371,C5239397,NICHD Terminology,subset includes concept,C0002986,Fabry's disease,RO,subset_includes_concept,NCI,True,NICHD Terminology subset includes concept Fabry's disease.
372,C0002986,Fabry's disease,mapped to,C0002986,Fabry's disease,RO,mapped_to,SNOMEDCT_US,True,Fabry's disease mapped to Fabry's disease.
373,C0007820,Cerebrovascular Disorders,inverse isa,C0002986,Fabry's disease,PAR,inverse_isa,SNOMEDCT_US,True,Cerebrovascular Disorders inverse isa Fabry's disease.
374,C0002986,Fabry's disease,mapped from,C0002986,Fabry's disease,RO,mapped_from,SNOMEDCT_US,True,Fabry's disease mapped from Fabry's disease.
375,C0022646,kidney,finding site of,C0002986,Fabry's disease,RO,finding_site_of,SNOMEDCT_US,True,kidney finding site of Fabry's disease.
376,C0497409,Endocrine/metabolic/nutritional disease other,mapped from,C0002986,Fabry's disease,RB,mapped_from,ICPC2ICD10ENG,True,Endocrine/metabolic/nutritional disease other mapped from Fabry's disease.
377,C0007820,Cerebrovascular Disorders,inverse isa,C0002986,Fabry's disease,PAR,inverse_isa,SCTSPA,True,Cerebrovascular Disorders inverse isa Fabry's disease.
378,C0022646,kidney,finding site of,C0002986,Fabry's disease,RO,finding_site_of,SCTSPA,True,kidney finding site of Fabry's disease.
379,C0022154,Isocarboxazid,contraindicated class of,C0003364,antihypertensive agent,RO,contraindicated_class_of,MED-RT,True,Isocarboxazid contraindicated class of antihypertensive agent.
380,C0040778,Tranylcypromine,contraindicated class of,C0003364,antihypertensive agent,RO,contraindicated_class_of,MED-RT,True,Tranylcypromine contraindicated class of antihypertensive agent.
381,C0304369,Tranylcypromine sulfate,contraindicated class of,C0003364,antihypertensive agent,RO,contraindicated_class_of,MED-RT,True,Tranylcypromine sulfate contraindicated class of antihypertensive agent.
382,C0000946,Acebutolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Acebutolol isa antihypertensive agent.
383,C0002334,Alprenolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Alprenolol isa antihypertensive agent.
384,C0004147,Atenolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Atenolol isa antihypertensive agent.
385,C0004975,Bendroflumethiazide,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Bendroflumethiazide isa antihypertensive agent.
386,C0005116,Bepridil,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Bepridil isa antihypertensive agent.
387,C0005320,Betaxolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Betaxolol isa antihypertensive agent.
388,C0006403,Bupranolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Bupranolol isa antihypertensive agent.
389,C0007299,Carteolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Carteolol isa antihypertensive agent.
390,C0008273,Chlorothiazide,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Chlorothiazide isa antihypertensive agent.
391,C0008294,Chlorthalidone,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Chlorthalidone isa antihypertensive agent.
392,C0009014,Clonidine,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Clonidine isa antihypertensive agent.
393,C0012022,Diazoxide,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Diazoxide isa antihypertensive agent.
394,C0012271,Dihydralazine,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Dihydralazine isa antihypertensive agent.
395,C0012373,Diltiazem,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Diltiazem isa antihypertensive agent.
396,C0015772,Felodipine,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Felodipine isa antihypertensive agent.
397,C0018312,Guanabenz,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Guanabenz isa antihypertensive agent.
398,C0018318,Guanethidine,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Guanethidine isa antihypertensive agent.
399,C0020261,Hydrochlorothiazide,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Hydrochlorothiazide isa antihypertensive agent.
400,C0020273,Hydroflumethiazide,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Hydroflumethiazide isa antihypertensive agent.
401,C0021186,Indapamide,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Indapamide isa antihypertensive agent.
402,C0022860,Labetalol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Labetalol isa antihypertensive agent.
403,C0025741,Methyldopa,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Methyldopa isa antihypertensive agent.
404,C0025854,Metolazone,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Metolazone isa antihypertensive agent.
405,C0025859,Metoprolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Metoprolol isa antihypertensive agent.
406,C0027302,Nadolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Nadolol isa antihypertensive agent.
407,C0028005,Nicardipine,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Nicardipine isa antihypertensive agent.
408,C0028116,Nisoldipine,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Nisoldipine isa antihypertensive agent.
409,C0028127,Nitrendipine,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Nitrendipine isa antihypertensive agent.
410,C0030040,Oxprenolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Oxprenolol isa antihypertensive agent.
411,C0030812,Penbutolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Penbutolol isa antihypertensive agent.
412,C0031937,Pindolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Pindolol isa antihypertensive agent.
413,C0032613,Polythiazide,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Polythiazide isa antihypertensive agent.
414,C0032912,Prazosin,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Prazosin isa antihypertensive agent.
415,C0033497,Propranolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Propranolol isa antihypertensive agent.
416,C0035179,Reserpine,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Reserpine isa antihypertensive agent.
417,C0040233,Timolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Timolol isa antihypertensive agent.
418,C0040899,Trichlormethiazide,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Trichlormethiazide isa antihypertensive agent.
419,C0041030,Metipranolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Metipranolol isa antihypertensive agent.
420,C0043355,Xipamide,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Xipamide isa antihypertensive agent.
421,C0051696,Amlodipine,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Amlodipine isa antihypertensive agent.
422,C0053091,Benazepril,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Benazepril isa antihypertensive agent.
423,C0053799,Bisoprolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Bisoprolol isa antihypertensive agent.
424,C0054836,Carvedilol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Carvedilol isa antihypertensive agent.
425,C0055021,Celiprolol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Celiprolol isa antihypertensive agent.
426,C0055723,Cilazapril,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Cilazapril isa antihypertensive agent.
427,C0056831,Cyclothiazide,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Cyclothiazide isa antihypertensive agent.
428,C0061938,Guanadrel,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Guanadrel isa antihypertensive agent.
429,C0064568,Lacidipine,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Lacidipine isa antihypertensive agent.
430,C0065374,Lisinopril,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Lisinopril isa antihypertensive agent.
431,C0065656,Manidipine,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Manidipine isa antihypertensive agent.
432,C0066685,Moexipril,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Moexipril isa antihypertensive agent.
433,C0070426,Perindoprilat,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Perindoprilat isa antihypertensive agent.
434,C0071074,Pinacidil,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Pinacidil isa antihypertensive agent.
435,C0071304,Isradipine,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Isradipine isa antihypertensive agent.
436,C0072857,Quinapril,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Quinapril isa antihypertensive agent.
437,C0072858,Quinaprilat,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Quinaprilat isa antihypertensive agent.
438,C0072970,Ramiprilat,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Ramiprilat isa antihypertensive agent.
439,C0072973,Ramipril,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Ramipril isa antihypertensive agent.
440,C0075007,Spirapril,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Spirapril isa antihypertensive agent.
441,C0075061,Fosinoprilat,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Fosinoprilat isa antihypertensive agent.
442,C0076840,Torsemide,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Torsemide isa antihypertensive agent.
443,C0076891,Trandolapril,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Trandolapril isa antihypertensive agent.
444,C0078836,Zofenopril,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Zofenopril isa antihypertensive agent.
445,C0079466,Guanfacine,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Guanfacine isa antihypertensive agent.
446,C0103116,Amosulalol,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Amosulalol isa antihypertensive agent.
447,C0105523,Benazeprilat,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Benazeprilat isa antihypertensive agent.
448,C0114873,Doxazosin,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Doxazosin isa antihypertensive agent.
449,C0118168,Fosinopril,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Fosinopril isa antihypertensive agent.
450,C0126174,Losartan,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Losartan isa antihypertensive agent.
451,C0132512,Nilvadipine,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Nilvadipine isa antihypertensive agent.
452,C0136123,Perindopril,isa,C0003364,antihypertensive agent,RN,isa,MSH,True,Perindopril isa antihypertensive agent.
